time,force_1,force_2,acc_1,acc_2,acc_3,acc_4
55.51,-0.6230691,0.6230691,-0.0008003241,-0.0005034592,0.0004994322,0.0008178858
55.515,0.01787843,-0.01787843,-0.0004687509,-0.0002896718,0.0002840573,0.0004711137
55.52,0.5855788,-0.5855788,-0.0001005921,-5.829442e-05,5.260004e-05,0.0001070368
55.525,0.8219378,-0.8219378,0.0003110691,0.000186601,-0.0001774936,-0.0003095773
55.53,0.6230857,-0.6230857,0.0007039459,0.000434098,-0.0004374504,-0.0007023898
55.535,-0.1211755,0.1211755,0.001120693,0.0006893212,-0.0006948924,-0.001125307
55.54,0.7868622,-0.7868622,0.001496686,0.000915192,-0.0009244045,-0.0015037
55.545,1.260873,-1.260873,0.00186754,0.00115618,-0.001153925,-0.001856061
55.55,0.8801604,-0.8801604,0.002228304,0.001388966,-0.001389162,-0.002231513
55.555,-0.03201306,0.03201306,0.002584867,0.001587153,-0.001590568,-0.002593501
55.56,-0.8338487,0.8338487,0.00286116,0.001772089,-0.001773639,-0.002857825
55.565,-0.8575674,0.8575674,0.00304011,0.001879819,-0.001879964,-0.003028656
55.57,-0.6812176,0.6812176,0.003101568,0.001909994,-0.00190838,-0.003094098
55.575,0.2570752,-0.2570752,0.003036407,0.001881196,-0.001873908,-0.003027456
55.58,0.5198038,-0.5198038,0.002931996,0.001817227,-0.001814101,-0.002928016
55.585,-1.414532,1.414532,0.002760873,0.00171482,-0.001703288,-0.002761742
55.59,-0.5039951,0.5039951,0.002479101,0.001531455,-0.001533215,-0.002453581
55.595,0.2432855,-0.2432855,0.002115191,0.001299713,-0.00130761,-0.002106678
55.6,-0.8996799,0.8996799,0.001711418,0.001051851,-0.001054663,-0.001706672
55.605,0.4339042,-0.4339042,0.001228815,0.0007629952,-0.0007656534,-0.001233623
55.61,-0.3074283,0.3074283,0.0007347945,0.0004564665,-0.0004682403,-0.000752507
55.615,-0.7234203,0.7234203,0.0002357659,0.0001522441,-0.0001455481,-0.0002475966
55.62,0.05320543,-0.05320543,-0.000295539,-0.0001846279,0.0001813606,0.0002964514
55.625,0.3922803,-0.3922803,-0.0007984145,-0.000490065,0.0004998771,0.0008121666
55.63,-0.8485289,0.8485289,-0.001280197,-0.0008014663,0.0007959086,0.001300374
55.635,-0.2426124,0.2426124,-0.001741959,-0.001072737,0.001075799,0.001750883
55.64,0.4676784,-0.4676784,-0.002184944,-0.00135583,0.001345953,0.002194308
55.645,-0.7620902,0.7620902,-0.002534324,-0.00158046,0.001567943,0.002532999
55.65,-1.657757,1.657757,-0.00286268,-0.001763473,0.00177025,0.002863873
55.655,-1.536574,1.536574,-0.003187269,-0.00196993,0.001969953,0.003184224
55.66,-0.4180509,0.4180509,-0.003486142,-0.002147997,0.002148253,0.003480843
55.665,-1.318418,1.318418,-0.003739899,-0.002295293,0.002294908,0.003715787
55.67,-0.3477219,0.3477219,-0.003905421,-0.002422082,0.002415762,0.003903405
55.675,1.664943,-1.664943,-0.004001129,-0.002492221,0.002487322,0.004005871
55.68,-1.378598,1.378598,-0.003962481,-0.002454307,0.00245862,0.003961561
55.685,-0.2826049,0.2826049,-0.003865256,-0.00238762,0.002396478,0.003865898
55.69,2.132305,-2.132305,-0.003674167,-0.002277936,0.002278147,0.003684949
55.695,0.4081301,-0.4081301,-0.003340762,-0.002060519,0.002068264,0.003329073
55.7,-0.3677233,0.3677233,-0.002883413,-0.001779775,0.001769309,0.002884757
55.705,-0.1568826,0.1568826,-0.00238644,-0.001482236,0.001467468,0.002377748
55.71,0.4293625,-0.4293625,-0.001836634,-0.001140337,0.001134069,0.001846747
55.715,1.695772,-1.695772,-0.001239734,-0.0007572987,0.0007666727,0.001240241
55.72,-0.5308536,0.5308536,-0.0005383823,-0.0003442652,0.0003508404,0.0005574904
55.725,-0.7576103,0.7576103,0.0001338316,7.636778e-05,-7.028898e-05,-0.0001210542
55.73,-1.378809,1.378809,0.0007317425,0.0004568747,-0.0004632946,-0.0007316445
55.735,0.103096,-0.103096,0.00130588,0.0007951339,-0.0007997843,-0.001295031
55.74,-1.405687,1.405687,0.001783152,0.001100899,-0.001102443,-0.001778165
55.745,-0.4637826,0.4637826,0.00217587,0.001337728,-0.001338428,-0.002175879
55.75,-0.9086834,0.9086834,0.002481988,0.001538401,-0.001524775,-0.002478906
55.755,1.074124,-1.074124,0.002696365,0.001665881,-0.001658167,-0.002677864
55.76,-0.5083964,0.5083964,0.002849272,0.00177395,-0.001766991,-0.002857026
55.765,0.3969303,-0.3969303,0.002959266,0.001823684,-0.001822925,-0.002959846
55.77,-1.604092,1.604092,0.002966742,0.001827293,-0.001832097,-0.002980664
55.775,0.131507,-0.131507,0.002881706,0.001768082,-0.001768785,-0.002865713
55.78,-1.20316,1.20316,0.002661158,0.001657826,-0.001662201,-0.002681186
55.785,-0.4256485,0.4256485,0.002386038,0.001479598,-0.001470951,-0.002390635
55.79,2.211203,-2.211203,0.002025924,0.001255183,-0.001251603,-0.002034786
55.795,0.9321744,-0.9321744,0.001716057,0.001053642,-0.001059845,-0.001722554
55.8,-0.1284126,0.1284126,0.001398083,0.0008701207,-0.000860709,-0.001399593
55.805,3.198942,-3.198942,0.001072162,0.0006641719,-0.0006643958,-0.001063176
55.81,-0.9151747,0.9151747,0.0008196312,0.0005130224,-0.0005141478,-0.0008327694
55.815,1.165216,-1.165216,0.0005656712,0.0003524974,-0.0003418805,-0.000573044
55.82,-1.532674,1.532674,0.0003240643,0.0001979969,-0.0001958295,-0.0003196196
55.825,-0.2439228,0.2439228,2.18836e-05,1.110854e-05,-8.727084e-06,-1.661085e-05
55.83,-1.34779,1.34779,-0.000304928,-0.0001836229,0.0001872948,0.0003145389
55.835,0.2572759,-0.2572759,-0.0006634184,-0.0004026769,0.000399723,0.0006495922
55.84,0.05597025,-0.05597025,-0.000995265,-0.0006085649,0.0006122012,0.0009802002
55.845,-0.3076648,0.3076648,-0.001296844,-0.0007997787,0.0007952332,0.00129836
55.85,1.092057,-1.092057,-0.001561515,-0.0009657727,0.0009579401,0.001565675
55.855,-0.567099,0.567099,-0.001747632,-0.001082735,0.001075026,0.00174512
55.86,0.3268517,-0.3268517,-0.001907999,-0.001176961,0.001181278,0.001915773
55.865,0.8205549,-0.8205549,-0.002012683,-0.001246048,0.001239075,0.002009847
55.87,-1.483221,1.483221,-0.002041337,-0.001253573,0.001250973,0.002029586
55.875,-0.7484143,0.7484143,-0.002044212,-0.001269819,0.001276278,0.002056674
55.88,0.05386097,-0.05386097,-0.002069164,-0.001274053,0.001277116,0.002069748
55.885,0.6301534,-0.6301534,-0.002030264,-0.001248589,0.00125288,0.002042322
55.89,1.421238,-1.421238,-0.001899575,-0.001172795,0.00118163,0.001908506
55.895,-0.2158798,0.2158798,-0.001685726,-0.001042104,0.001046279,0.001687917
55.9,-0.316471,0.316471,-0.001418065,-0.0008904345,0.0008855704,0.001433574
55.905,-0.872596,0.872596,-0.001166243,-0.0007194871,0.0007260534,0.001151186
55.91,0.3299841,-0.3299841,-0.0009073256,-0.0005521986,0.0005636661,0.0009020814
55.915,-0.2971176,0.2971176,-0.0006138321,-0.0003726359,0.0003794357,0.0006080089
55.92,-0.2740323,0.2740323,-0.0003282934,-0.0002020867,0.0001924679,0.0003118666
55.925,-0.09388851,0.09388851,-5.469408e-05,-2.253684e-05,3.04048e-05,5.968012e-05
55.93,0.5516281,-0.5516281,0.0002194462,0.0001388906,-0.0001365837,-0.0002292131
55.935,-0.5637306,0.5637306,0.0005073168,0.0003092821,-0.0003036242,-0.0005165901
55.94,-0.7721581,0.7721581,0.0007533649,0.00046063,-0.0004560644,-0.0007478102
55.945,0.4317242,-0.4317242,0.0009282144,0.0005791712,-0.0005803783,-0.0009507356
55.95,-3.025725,3.025725,0.001097743,0.0006894145,-0.0006809869,-0.001083802
55.955,-0.6036782,0.6036782,0.001133425,0.0006965962,-0.0006935897,-0.001115279
55.96,-1.151309,1.151309,0.001089641,0.000667956,-0.0006703636,-0.00108399
55.965,1.203258,-1.203258,0.0009868892,0.0005998231,-0.0005939422,-0.0009760956
55.97,-0.4409328,0.4409328,0.0008714559,0.00055036,-0.0005398918,-0.0008832871
55.975,-0.5607161,0.5607161,0.0007553092,0.0004615262,-0.0004768998,-0.0007564714
55.98,-0.04862249,0.04862249,0.0005946861,0.0003588591,-0.0003741168,-0.0005961757
55.985,-0.5953724,0.5953724,0.0003993231,0.000244869,-0.0002519585,-0.0004088355
55.99,-0.4026482,0.4026482,0.0001936175,0.0001129538,-0.0001236164,-0.0002049713
55.995,0.09711041,-0.09711041,-5.210451e-05,-2.224476e-05,1.597151e-05,3.275135e-05
56.0,-0.4220404,0.4220404,-0.0002751192,-0.0001647865,0.0001749947,0.0002785877
56.005,-0.4292175,0.4292175,-0.0005145418,-0.0003164266,0.0003085267,0.0005153965
56.01,-1.010158,1.010158,-0.000747417,-0.0004584731,0.000459007,0.0007412346
56.015,-1.153784,1.153784,-0.001025162,-0.0006189259,0.0006218271,0.001006301
56.02,0.0606369,-0.0606369,-0.001276782,-0.0007930197,0.0007999128,0.001283515
56.025,0.3066005,-0.3066005,-0.001525184,-0.000956535,0.0009403553,0.001513543
56.03,-1.428157,1.428157,-0.001728169,-0.001063044,0.001070939,0.001724068
56.035,0.7599414,-0.7599414,-0.001934288,-0.001187183,0.001182714,0.001919113
56.04,0.7640476,-0.7640476,-0.002069757,-0.001268868,0.00126379,0.002053047
56.045,0.9746891,-0.9746891,-0.002087531,-0.001285559,0.001291111,0.002087962
56.05,0.2998891,-0.2998891,-0.002045355,-0.001253612,0.001256242,0.002023724
56.055,0.6370821,-0.6370821,-0.001919645,-0.001192688,0.001184767,0.001914597
56.06,2.185026,-2.185026,-0.001712031,-0.001057097,0.001068377,0.00170151
56.065,-0.3015216,0.3015216,-0.00141507,-0.0008695393,0.0008623934,0.001399427
56.07,-1.045692,1.045692,-0.001056835,-0.0006596758,0.0006513982,0.001054236
56.075,-1.53406,1.53406,-0.0007434584,-0.0004576868,0.0004550137,0.0007358612
56.08,1.755674,-1.755674,-0.0004378339,-0.0002919308,0.0002817568,0.0004664543
56.085,1.768787,-1.768787,-0.0001220145,-6.774894e-05,7.028534e-05,0.0001103957
56.09,-0.9245997,0.9245997,0.0002789443,0.000184286,-0.0001843802,-0.0003005017
56.095,-0.7273208,0.7273208,0.0006624537,0.0004195579,-0.0004134891,-0.0006843136
56.1,-0.323991,0.323991,0.0009697928,0.0006068525,-0.000607447,-0.0009731407
56.105,1.224257,-1.224257,0.001273934,0.0007856754,-0.0007770574,-0.001258535
56.11,-1.287302,1.287302,0.001556199,0.0009519852,-0.0009574562,-0.001545025
56.115,-1.96662,1.96662,0.001729045,0.001075653,-0.001059833,-0.001728045
56.12,2.167514,-2.167514,0.001813368,0.001120301,-0.00111672,-0.001795264
56.125,0.3123733,-0.3123733,0.001910176,0.001178521,-0.001174328,-0.001907909
56.13,0.4544133,-0.4544133,0.001985919,0.00123709,-0.00121771,-0.002002415
56.135,-0.205106,0.205106,0.002019306,0.001249772,-0.001254543,-0.002014548
56.14,0.4657849,-0.4657849,0.002026219,0.001248483,-0.001249065,-0.00202702
56.145,-1.514206,1.514206,0.001971617,0.001220762,-0.00122041,-0.001974199
56.15,-0.8409206,0.8409206,0.001836414,0.001126006,-0.001118985,-0.001813861
56.155,0.1051579,-0.1051579,0.001585261,0.0009746778,-0.0009784168,-0.001595257
56.16,-2.270891,2.270891,0.001310764,0.0008012197,-0.0008046863,-0.001298901
56.165,-0.3025176,0.3025176,0.0009228991,0.0005669497,-0.0005734269,-0.0009215371
56.17,-0.3641644,0.3641644,0.0004896217,0.0003056807,-0.0003058453,-0.000493758
56.175,-0.3026902,0.3026902,4.831964e-05,2.630869e-05,-3.427229e-05,-4.740322e-05
56.18,-0.5510818,0.5510818,-0.0004114241,-0.0002527919,0.0002469095,0.0004129988
56.185,-0.9958919,0.9958919,-0.0008837529,-0.0005333216,0.0005407199,0.0008845397
56.19,-1.822032,1.822032,-0.001349151,-0.0008373351,0.0008430688,0.00134866
56.195,0.144747,-0.144747,-0.00187277,-0.001154943,0.001153899,0.001867321
56.2,-0.300124,0.300124,-0.002323675,-0.001437013,0.001441518,0.002322598
56.205,-1.375282,1.375282,-0.002744476,-0.00169875,0.001699873,0.002742147
56.21,0.06253341,-0.06253341,-0.003131551,-0.0019403,0.001929929,0.003135359
56.215,-0.2949502,0.2949502,-0.003447819,-0.002134223,0.00213412,0.003445982
56.22,-0.461024,0.461024,-0.00367232,-0.002276269,0.002277308,0.00369319
56.225,-2.156895,2.156895,-0.003845798,-0.002376315,0.002380091,0.003864619
56.23,0.6827675,-0.6827675,-0.004003013,-0.002469674,0.002477038,0.003991539
56.235,-1.233051,1.233051,-0.004039082,-0.002495761,0.002496622,0.004046208
56.24,0.06327025,-0.06327025,-0.004025295,-0.002494513,0.002487171,0.004022017
56.245,-0.8082684,0.8082684,-0.00391508,-0.002424259,0.002424267,0.003913877
56.25,-0.3887265,0.3887265,-0.003729011,-0.002308382,0.002316033,0.003751077
56.255,1.152292,-1.152292,-0.003496583,-0.00215969,0.002158881,0.003487386
56.26,0.5316182,-0.5316182,-0.003115054,-0.001934782,0.001929709,0.003125779
56.265,1.13004,-1.13004,-0.002645115,-0.001632125,0.001638192,0.002648712
56.27,0.3303855,-0.3303855,-0.002076379,-0.001290866,0.001280114,0.002080296
56.275,0.3961436,-0.3961436,-0.001436851,-0.0008867746,0.0008875702,0.001449262
56.28,-1.781139,1.781139,-0.0007705709,-0.0004834659,0.000465785,0.0007844118
56.285,-0.317525,0.317525,-0.0001557864,-9.371522e-05,0.0001008666,0.0001628797
56.29,-0.2249089,0.2249089,0.000429357,0.0002630265,-0.0002548977,-0.0004166732
56.295,1.223665,-1.223665,0.0009927393,0.0006166861,-0.0006103119,-0.001001949
56.3,-0.5062293,0.5062293,0.001563083,0.0009609748,-0.0009666925,-0.001565505
56.305,0.2648595,-0.2648595,0.002082451,0.00127399,-0.001278818,-0.002073563
56.31,0.2257573,-0.2257573,0.002542583,0.0015637,-0.001559879,-0.002545576
56.315,1.157675,-1.157675,0.002948423,0.001812725,-0.001829055,-0.002949491
56.32,-0.1337441,0.1337441,0.003325954,0.002046364,-0.00204715,-0.003309559
56.325,0.8277869,-0.8277869,0.003600745,0.002225001,-0.002220983,-0.003593546
56.33,-1.704865,1.704865,0.00380997,0.002366344,-0.002364185,-0.003814186
56.335,-1.614019,1.614019,0.003877961,0.002392044,-0.002402876,-0.00388073
56.34,-2.283344,2.283344,0.003753746,0.00231993,-0.002327074,-0.003754393
56.345,0.785985,-0.785985,0.003479597,0.002140226,-0.002145158,-0.003477232
56.35,0.6736669,-0.6736669,0.003095278,0.00192961,-0.00192371,-0.003112918
56.355,0.8968276,-0.8968276,0.002725022,0.001687684,-0.001685899,-0.002727207
56.36,-0.6773618,0.6773618,0.00229614,0.001419182,-0.001431458,-0.002329164
56.365,-0.5635477,0.5635477,0.00182282,0.001136636,-0.001122884,-0.001838369
56.37,-0.1210476,0.1210476,0.001259865,0.0007884952,-0.0007822449,-0.001272468
56.375,1.443699,-1.443699,0.0006954401,0.0004274444,-0.0004271093,-0.0006956408
56.38,1.693828,-1.693828,0.0001836561,9.587212e-05,-0.0001064806,-0.0001822271
56.385,0.7938085,-0.7938085,-0.0002771831,-0.0001703002,0.0001734781,0.0002781874
56.39,0.3310197,-0.3310197,-0.0006656235,-0.0004184063,0.0004209753,0.0006806144
56.395,1.335383,-1.335383,-0.001017681,-0.0006365751,0.0006377017,0.001024683
56.4,-0.2558425,0.2558425,-0.001293853,-0.0008013962,0.0008049215,0.001303592
56.405,-0.3909415,0.3909415,-0.001557456,-0.0009510916,0.0009555068,0.001542671
56.41,-0.1290221,0.1290221,-0.001749426,-0.001077905,0.001090054,0.001751598
56.415,-0.9787144,0.9787144,-0.001946042,-0.001207446,0.001208573,0.001948279
56.42,-0.1750094,0.1750094,-0.002105295,-0.001298589,0.001306944,0.002106483
56.425,-1.117408,1.117408,-0.002240449,-0.001391038,0.001388147,0.00224912
56.43,1.025008,-1.025008,-0.002355246,-0.001448238,0.001459572,0.002352325
56.435,0.5436874,-0.5436874,-0.002374973,-0.001463312,0.001466037,0.002358999
56.44,1.429562,-1.429562,-0.002272929,-0.001412988,0.001411805,0.002279745
56.445,-1.629283,1.629283,-0.002129014,-0.001306429,0.00131058,0.00212435
56.45,1.901697,-1.901697,-0.001936555,-0.001203435,0.001187026,0.001933133
56.455,-1.572475,1.572475,-0.001646947,-0.001034208,0.001021253,0.00165866
56.46,-1.198308,1.198308,-0.001402025,-0.0008626249,0.0008499338,0.001399275
56.465,-0.6208215,0.6208215,-0.001150123,-0.0007273773,0.0007270731,0.001155073
56.47,1.307721,-1.307721,-0.000914948,-0.0005655813,0.0005789073,0.0009069723
56.475,0.2255735,-0.2255735,-0.0006039829,-0.0003789885,0.0003864762,0.0006279771
56.48,-0.2438293,0.2438293,-0.000271915,-0.0001847675,0.0001807831,0.0002886074
56.485,-0.7926274,0.7926274,3.337776e-05,2.37269e-05,-2.265656e-05,-3.656746e-05
56.49,-1.375935,1.375935,0.0002919064,0.0001946002,-0.0002001305,-0.0003266912
56.495,1.132627,-1.132627,0.0005119092,0.0003208098,-0.000328904,-0.0005462554
56.5,0.7986393,-0.7986393,0.0007671271,0.0004766089,-0.000473947,-0.0007730558
56.505,1.35245,-1.35245,0.001017979,0.0006312229,-0.0006372565,-0.00102337
56.51,0.3968181,-0.3968181,0.001303532,0.0007988432,-0.0008053132,-0.001300873
56.515,-2.642102,2.642102,0.001566976,0.0009700146,-0.0009661392,-0.001558666
56.52,-1.244583,1.244583,0.001660081,0.001034501,-0.001041882,-0.001670071
56.525,0.4648713,-0.4648713,0.001686208,0.001051416,-0.001036331,-0.001697966
56.53,-0.369717,0.369717,0.001657925,0.001029418,-0.001040489,-0.001675356
56.535,-0.558842,0.558842,0.001589202,0.0009903754,-0.0009994988,-0.001613434
56.54,-1.103227,1.103227,0.001474235,0.000908329,-0.0009085399,-0.001469483
56.545,0.9475896,-0.9475896,0.00126477,0.0007851494,-0.0007763896,-0.001261057
56.55,0.4561926,-0.4561926,0.001043476,0.0006505195,-0.000649182,-0.001047201
56.555,0.5011912,-0.5011912,0.0008609155,0.0005322372,-0.0005237746,-0.000863097
56.56,-0.6336022,0.6336022,0.0006293841,0.0003986593,-0.0004083005,-0.0006508025
56.565,0.1762878,-0.1762878,0.000412099,0.0002648884,-0.0002555806,-0.0004189056
56.57,-1.337765,1.337765,0.0001809964,9.376639e-05,-0.0001102654,-0.0001741428
56.575,-0.129828,0.129828,-0.0001294013,-6.745867e-05,7.999787e-05,0.0001319495
56.58,-2.52793,2.52793,-0.0004261185,-0.0002688187,0.0002599489,0.0004259443
56.585,-1.568116,1.568116,-0.0008126478,-0.0005122508,0.0005071201,0.0008198831
56.59,-0.3223118,0.3223118,-0.001258553,-0.0007649202,0.0007719273,0.001251137
56.595,2.375118,-2.375118,-0.00165877,-0.001025207,0.001028079,0.001650695
56.6,-1.800743,1.800743,-0.001946412,-0.00119846,0.001193951,0.001947816
56.605,-1.243581,1.243581,-0.002218066,-0.001371069,0.001372402,0.002232545
56.61,0.2167748,-0.2167748,-0.002515435,-0.001548483,0.001555114,0.002505499
56.615,1.769423,-1.769423,-0.00272003,-0.00167444,0.001670937,0.0027041
56.62,0.2021725,-0.2021725,-0.002795057,-0.001721237,0.001720927,0.002801193
56.625,0.7021419,-0.7021419,-0.002748385,-0.001715159,0.001713379,0.002765082
56.63,-0.3376038,0.3376038,-0.002648558,-0.001642709,0.00164476,0.002655567
56.635,-0.5106216,0.5106216,-0.00249766,-0.001534934,0.001548041,0.002502917
56.64,0.08218435,-0.08218435,-0.002299129,-0.001418562,0.001427748,0.002290854
56.645,-0.6582894,0.6582894,-0.00204089,-0.001269839,0.001268521,0.00205646
56.65,0.7242693,-0.7242693,-0.001779383,-0.001097843,0.001093647,0.001773049
56.655,-1.606272,1.606272,-0.001452737,-0.0008928235,0.0008950014,0.00144587
56.66,0.889987,-0.889987,-0.001122194,-0.0007044081,0.0007007875,0.00111807
56.665,0.03931301,-0.03931301,-0.0007591179,-0.0004728317,0.0004829887,0.0007705153
56.67,-0.2147209,0.2147209,-0.0004012621,-0.0002481378,0.0002494683,0.0003887695
56.675,-1.642985,1.642985,-2.808064e-05,-1.679967e-05,2.304671e-05,2.153505e-05
56.68,-0.9797887,0.9797887,0.0002696176,0.0001772984,-0.000163888,-0.0002759473
56.685,1.198651,-1.198651,0.0005150038,0.0003140515,-0.0003242767,-0.0005147404
56.69,-0.208599,0.208599,0.0007849884,0.0004806237,-0.0004877147,-0.0007804302
56.695,0.2783985,-0.2783985,0.001027625,0.0006375287,-0.0006327229,-0.001022519
56.7,-0.879532,0.879532,0.001227942,0.0007764235,-0.0007650064,-0.001253693
56.705,-0.02905464,0.02905464,0.001406755,0.0008651632,-0.000868942,-0.001398953
56.71,-1.372152,1.372152,0.001520978,0.0009389007,-0.0009363978,-0.001515679
56.715,0.09988225,-0.09988225,0.001541601,0.000951972,-0.0009509285,-0.001525709
56.72,0.3706409,-0.3706409,0.001515203,0.0009325652,-0.0009451066,-0.00152073
56.725,0.3206147,-0.3206147,0.001489138,0.0009127154,-0.0009203383,-0.001484075
56.73,-0.9035848,0.9035848,0.001415141,0.0008804357,-0.0008748901,-0.00140437
56.735,-0.342051,0.342051,0.001287357,0.0007907928,-0.0007913867,-0.001293963
56.74,0.5371941,-0.5371941,0.001104023,0.0006766433,-0.0006867586,-0.001104995
56.745,-0.2114376,0.2114376,0.0009242313,0.0005711922,-0.0005753591,-0.0009254079
56.75,-0.2873054,0.2873054,0.000719237,0.0004506099,-0.0004443248,-0.0007165159
56.755,1.903468,-1.903468,0.0004944243,0.0002943689,-0.0003052012,-0.0005000254
56.76,-0.9509891,0.9509891,0.0003171027,0.0001976264,-0.0002001135,-0.0003243725
56.765,1.080418,-1.080418,0.0001220961,7.995876e-05,-7.785353e-05,-0.0001271061
56.77,-1.154681,1.154681,-6.321371e-05,-2.793322e-05,1.864327e-05,5.053219e-05
56.775,0.6547811,-0.6547811,-0.0002505834,-0.0001570337,0.0001471727,0.0002439278
56.78,0.7081526,-0.7081526,-0.0004105436,-0.0002552623,0.0002511117,0.0003877531
56.785,-0.5103652,0.5103652,-0.0005382629,-0.0003357884,0.0003271328,0.0005418497
56.79,-1.217477,1.217477,-0.0006681645,-0.0004056286,0.000418122,0.0006720508
56.795,-1.970433,1.970433,-0.000831341,-0.0005261274,0.0005240866,0.0008518793
56.8,-0.6151135,0.6151135,-0.001072436,-0.0006576772,0.0006540196,0.001062516
56.805,0.5262186,-0.5262186,-0.001302454,-0.000804737,0.0007936843,0.001291488
56.81,-1.077628,1.077628,-0.001461132,-0.0009072085,0.0009175696,0.001466894
56.815,0.09694858,-0.09694858,-0.001642677,-0.001019756,0.001015133,0.001654622
56.82,-1.47643,1.47643,-0.00179341,-0.001108602,0.001104196,0.001792733
56.825,-0.2338882,0.2338882,-0.001949126,-0.00118971,0.001204103,0.001927556
56.83,-1.147044,1.147044,-0.002036949,-0.001273689,0.001270016,0.002068476
56.835,-0.0779805,0.0779805,-0.002165706,-0.001345482,0.001339481,0.002155703
56.84,-0.5010795,0.5010795,-0.002226212,-0.00138196,0.001379454,0.002227767
56.845,-1.190366,1.190366,-0.002269228,-0.001398363,0.001402105,0.002276962
56.85,-0.6588735,0.6588735,-0.002295669,-0.001409753,0.001416665,0.002285187
56.855,-0.9341569,0.9341569,-0.002278455,-0.00142391,0.00141396,0.002285877
56.86,-1.313925,1.313925,-0.002281697,-0.001409621,0.001405658,0.002276845
56.865,1.082746,-1.082746,-0.002260816,-0.001401106,0.00140242,0.002249644
56.87,-0.3601749,0.3601749,-0.002149521,-0.001338441,0.001328634,0.002154869
56.875,-2.202225,2.202225,-0.002008819,-0.001233746,0.001244421,0.002004407
56.88,-0.6232808,0.6232808,-0.001898264,-0.001178963,0.001186708,0.001900133
56.885,0.9147117,-0.9147117,-0.00178646,-0.001110459,0.001107662,0.001788503
56.89,-0.7613586,0.7613586,-0.001594407,-0.0009907667,0.0009963878,0.001595878
56.895,1.497744,-1.497744,-0.001393553,-0.0008621583,0.000848852,0.001383359
56.9,-0.8566621,0.8566621,-0.001112548,-0.0006876261,0.0006814152,0.001098451
56.905,0.5034081,-0.5034081,-0.0008246487,-0.0005023802,0.00049768,0.0008196747
56.91,1.036639,-1.036639,-0.0005038552,-0.0002995633,0.0003056388,0.0004997156
56.915,0.450194,-0.450194,-0.0001144968,-7.429109e-05,8.36698e-05,0.0001161969
56.92,-1.374494,1.374494,0.0002494735,0.0001511011,-0.0001549121,-0.0002649921
56.925,-0.9424686,0.9424686,0.0005661984,0.0003491398,-0.0003540023,-0.0005682486
56.93,1.170071,-1.170071,0.0008416084,0.0005130464,-0.0005164022,-0.0008366469
56.935,-0.8046115,0.8046115,0.001112558,0.000686512,-0.0006804137,-0.001113659
56.94,0.9756765,-0.9756765,0.001323684,0.0008257202,-0.0008217494,-0.001319534
56.945,-0.4302847,0.4302847,0.001544952,0.0009511015,-0.0009562045,-0.001550512
56.95,0.1414373,-0.1414373,0.001694019,0.001060902,-0.001052329,-0.001695408
56.955,-1.386107,1.386107,0.001833775,0.001134098,-0.00112086,-0.001828248
56.96,-0.6082676,0.6082676,0.001855548,0.00114488,-0.001151836,-0.001844099
56.965,-0.8753064,0.8753064,0.001795399,0.001102395,-0.001103616,-0.001785406
56.97,0.2255997,-0.2255997,0.001672681,0.001027878,-0.001016935,-0.001650268
56.975,0.09319758,-0.09319758,0.001491305,0.0009226215,-0.0009183774,-0.001493728
56.98,0.4626499,-0.4626499,0.001293634,0.0007987643,-0.0008056827,-0.001290225
56.985,-0.4905225,0.4905225,0.001085459,0.0006742556,-0.0006703302,-0.001071335
56.99,-0.9302301,0.9302301,0.0008268794,0.0005187922,-0.0005126155,-0.0008334389
56.995,0.1827291,-0.1827291,0.0005461941,0.0003392352,-0.0003402606,-0.0005240241
57.0,-1.029589,1.029589,0.0002283494,0.0001331976,-0.0001320587,-0.0002089711
57.005,1.078423,-1.078423,-0.0001338612,-7.914664e-05,8.434432e-05,0.0001399388
57.01,-0.1145224,0.1145224,-0.0004429465,-0.0002752272,0.0002791307,0.0004252325
57.015,-0.3261351,0.3261351,-0.0007209286,-0.0004426276,0.0004418679,0.000716606
57.02,0.4621756,-0.4621756,-0.0009986776,-0.0006180888,0.0006129655,0.0009972646
57.025,-0.0763645,0.0763645,-0.001230129,-0.0007607084,0.0007556735,0.001227283
57.03,-1.658052,1.658052,-0.001436451,-0.0008963382,0.0008872842,0.001441149
57.035,-1.06143,1.06143,-0.001685534,-0.001038085,0.001036655,0.001660175
57.04,1.057709,-1.057709,-0.00190408,-0.001176972,0.001182962,0.001909915
57.045,0.08388435,-0.08388435,-0.002046672,-0.001272658,0.001265841,0.002046051
57.05,-1.681568,1.681568,-0.002150388,-0.001320267,0.001332791,0.002147237
57.055,0.3521121,-0.3521121,-0.002229229,-0.001381683,0.001395459,0.002239275
57.06,-0.5592588,0.5592588,-0.002284645,-0.001405534,0.001409725,0.002280495
57.065,-0.8745,0.8745,-0.002285756,-0.001411981,0.001415428,0.002284908
57.07,-1.144873,1.144873,-0.00226068,-0.001398093,0.001401663,0.002274288
57.075,0.9999295,-0.9999295,-0.002258756,-0.001375564,0.001396539,0.002239655
57.08,-1.965498,1.965498,-0.0021457,-0.001326465,0.001326472,0.002147475
57.085,-0.8375321,0.8375321,-0.002067362,-0.001272469,0.001274414,0.002044299
57.09,0.1201268,-0.1201268,-0.001963784,-0.001215821,0.001218543,0.001970726
57.095,1.578363,-1.578363,-0.001814013,-0.001127029,0.001129456,0.001817609
