time,force,acc_1,acc_2
5.668945,-0.4041731,0.00013181,-8.767e-05
5.669922,-0.98101647,0.00012068,-8.378e-05
5.670898,-0.19272582,0.0001239,-9.555e-05
5.671875,-0.5202122,0.000117,-9.366e-05
5.672852,-1.06379849,0.00012054,-8.967e-05
5.673828,1.87872985,0.00011039,-7.91e-05
5.674805,0.48386474,0.00010501,-6.279e-05
5.675781,0.65358365,0.0001025,-6.472e-05
5.676758,0.88293168,0.00010861,-4.494e-05
5.677734,0.75883346,8.176e-05,-2.947e-05
5.678711,-0.39934107,7.712e-05,-3.42e-05
5.679688,0.16821912,6.801e-05,-3.346e-05
5.680664,-0.32934447,4.964e-05,-3.123e-05
5.681641,0.41957577,4.121e-05,-3.018e-05
5.682617,0.30581539,2.417e-05,-2.884e-05
5.683594,-0.46321171,1.418e-05,-2.605e-05
5.68457,-1.28613663,3.52e-06,-1.709e-05
5.685547,0.15930761,-6.39e-06,3.39e-06
5.686523,-0.19721156,-2.04e-05,1.055e-05
5.6875,-1.9252928,-1.841e-05,2.062e-05
5.688477,0.5116567,-3.767e-05,3.179e-05
5.689453,0.99122841,-3.97e-05,4.128e-05
5.69043,2.51502732,-4.17e-05,5.205e-05
5.691406,-0.36882732,-4.565e-05,4.434e-05
5.692383,-0.57876842,-4.771e-05,5.272e-05
5.693359,-1.10451572,-7.294e-05,4.79e-05
5.694336,0.26613065,-8.425e-05,3.876e-05
5.695312,0.2643115,-8.313e-05,2.583e-05
5.696289,-0.74449413,-8.005e-05,3.182e-05
5.697266,-0.16056052,-8.519e-05,3.743e-05
5.698242,-1.9770749,-0.00010178,5.237e-05
5.699219,0.90379439,-9.844e-05,4.927e-05
5.700195,-0.86162909,-9.381e-05,5.503e-05
5.701172,-0.10232962,-9.559e-05,6.269e-05
5.702148,-1.43514969,-0.00010074,5.854e-05
5.703125,-0.58780251,-0.00011211,6.127e-05
5.704102,-0.20853028,-0.00011255,5.396e-05
5.705078,0.0548678,-0.00011735,6.228e-05
5.706055,0.4451896,-0.00013447,4.652e-05
5.707031,1.48025196,-0.00012612,5.84e-05
5.708008,0.70870558,-0.00013067,5.383e-05
5.708984,0.99651274,-0.00014173,6.929e-05
5.709961,1.48666167,-0.00013174,8.248e-05
5.710938,0.63220806,-0.00013126,9.375e-05
5.711914,-0.06149624,-0.00013019,0.00010308
5.712891,1.06015009,-0.00012602,0.00011027
5.713867,0.97877219,-0.00013535,0.00010866
5.714844,0.7137894,-0.0001328,0.00010301
5.71582,-1.4558864,-0.00014833,9.51e-05
5.716797,-0.84164774,-0.00012361,8.761e-05
5.717773,-0.37737474,-0.00011898,7.769e-05
5.71875,0.76006396,-0.00010843,6.956e-05
5.719727,0.0468592,-0.00010902,6.612e-05
5.720703,1.11539766,-8.199e-05,5.808e-05
5.72168,1.35113697,-6.284e-05,5.83e-05
5.722656,1.20090923,-5.214e-05,6.304e-05
5.723633,1.25901243,-2.155e-05,4.605e-05
5.724609,-1.02735787,-5.25e-06,4.781e-05
5.725586,0.43574819,-8.7e-07,2.222e-05
5.726562,-0.60468853,2.789e-05,6.47e-06
5.727539,-1.56849558,3.405e-05,-2.225e-05
5.728516,-0.2624304,4.186e-05,-5.571e-05
5.729492,1.31887757,6.786e-05,-7.833e-05
5.730469,0.57424754,8.201e-05,-8.552e-05
5.731445,2.07613931,0.00010906,-9.209e-05
5.732422,0.21832693,0.00012212,-9.001e-05
5.733398,2.46377093,0.00014475,-8.33e-05
5.734375,0.21426747,0.00016092,-8.382e-05
5.735352,0.06085979,0.00017737,-7.611e-05
5.736328,-1.38922597,0.00017463,-8.361e-05
5.737305,1.13043532,0.00018379,-9.678e-05
5.738281,-0.51021663,0.00018191,-0.00010645
5.739258,-0.67219561,0.00018476,-0.00012347
5.740234,1.27139646,0.00018067,-0.00013411
5.741211,1.07993478,0.00017662,-0.00013814
5.742188,1.04124619,0.00018256,-0.00013417
5.743164,-0.29946907,0.00020142,-0.00010871
5.744141,-0.0277208,0.00018997,-9.734e-05
5.745117,-0.18127342,0.00021137,-8.779e-05
5.746094,0.75351541,0.00021966,-7.199e-05
5.74707,1.59787266,0.00021833,-6.445e-05
5.748047,0.35405667,0.00022658,-7.089e-05
5.749023,2.0375378,0.00021811,-8.787e-05
5.75,0.9500163,0.00021201,-0.00010171
5.750977,-0.303067,0.00020456,-0.0001175
5.751953,0.82149956,0.00020814,-0.00012891
5.75293,1.68339311,0.00021085,-0.00013511
5.753906,1.92838467,0.00021122,-0.00013697
5.754883,1.11371452,0.00021388,-0.00012541
5.755859,-0.0148833,0.00021903,-0.00011201
5.756836,-0.24894363,0.00023336,-0.00010658
5.757812,0.59032119,0.00022661,-0.00010149
5.758789,1.7265177,0.0002319,-9.945e-05
5.759766,0.45961494,0.00021699,-0.00010599
5.760742,0.49228944,0.00022951,-0.0001241
5.761719,0.03798206,0.000223,-0.0001324
5.762695,-0.29754903,0.0002076,-0.00014573
5.763672,-0.16960051,0.0002089,-0.00015148
5.764648,0.11321178,0.00019817,-0.00015138
5.765625,1.81355917,0.00018647,-0.00013705
5.766602,-0.35697971,0.00017793,-0.00011577
5.767578,-0.04164969,0.00017054,-0.00010468
5.768555,-0.8461208,0.00016771,-8.237e-05
5.769531,0.70329757,0.00015167,-6.895e-05
5.770508,1.29437236,0.00014059,-5.78e-05
5.771484,1.57143146,0.00012339,-5.237e-05
5.772461,0.15684986,9.935e-05,-4.793e-05
5.773438,0.61925527,8.69e-05,-4.087e-05
5.774414,-0.09254371,5.959e-05,-4.74e-05
5.775391,0.61051892,4.286e-05,-4.109e-05
5.776367,0.23400858,2.148e-05,-2.54e-05
5.777344,-0.01052715,1.269e-05,-5.21e-06
5.77832,0.0655152,1.605e-05,2.27e-06
5.779297,0.51677557,-1.13e-05,2.713e-05
5.780273,-0.27315835,-1.252e-05,4.112e-05
5.78125,-0.23846129,-2.754e-05,5.548e-05
5.782227,1.71891657,-4.882e-05,5.864e-05
5.783203,2.70768977,-4.354e-05,5.666e-05
5.78418,-1.26078108,-5.97e-05,5.696e-05
5.785156,-1.23364915,-6.48e-05,4.7e-05
5.786133,-0.96651903,-7.073e-05,4.451e-05
5.787109,-0.16368673,-8.353e-05,3.971e-05
5.788086,0.92467766,-8.876e-05,3.195e-05
5.789062,0.56982797,-9.823e-05,3.295e-05
5.790039,0.18347775,-8.905e-05,4.141e-05
5.791016,0.52264679,-9.321e-05,5.434e-05
5.791992,-0.64723336,-0.0001027,6.048e-05
5.792969,-0.23304451,-8.712e-05,6.129e-05
5.793945,-0.06456097,-8.855e-05,6.937e-05
5.794922,-1.56801364,-9.194e-05,5.802e-05
5.795898,-1.14346282,-9.587e-05,5.432e-05
5.796875,-1.09583658,-0.00011309,3.577e-05
5.797852,0.81623181,-0.00012344,3.499e-05
5.798828,0.21435965,-0.00012637,3.332e-05
5.799805,0.64467069,-0.00014151,3.27e-05
5.800781,-1.92644511,-0.00014702,5.444e-05
5.801758,-1.48960414,-0.00014067,6.391e-05
5.802734,0.64939498,-0.0001316,8.195e-05
5.803711,-2.70581632,-0.00014432,9.256e-05
5.804688,1.2167628,-0.00014214,9.367e-05
5.805664,-1.79272409,-0.00014642,9.722e-05
5.806641,0.75469493,-0.00015522,9.353e-05
5.807617,-0.90628454,-0.00017028,9.584e-05
5.808594,1.0063162,-0.00016628,8.981e-05
5.80957,3.33272479,-0.00017323,9.304e-05
5.810547,-2.30672981,-0.00015856,8.843e-05
5.811523,0.69906444,-0.00015827,9.339e-05
5.8125,-1.80179362,-0.00016094,0.00010279
5.813477,0.34678884,-0.00014176,0.00010472
5.814453,-0.23324145,-0.00014243,0.0001055
5.81543,0.15014954,-0.00014643,0.00010531
5.816406,-0.90737286,-0.00012932,0.00010099
5.817383,0.664788,-0.00011202,7.9e-05
5.818359,-1.47688797,-0.00011806,7.152e-05
5.819336,1.29300342,-0.00010532,5.295e-05
5.820312,-0.37965184,-0.00010227,4.477e-05
5.821289,-1.34140113,-8.925e-05,3.613e-05
5.822266,1.54534058,-7.421e-05,2.916e-05
5.823242,-0.00288827,-6.126e-05,1.867e-05
5.824219,1.90540153,-4.198e-05,1.742e-05
5.825195,1.30147429,-1.172e-05,9.81e-06
5.826172,-0.79797943,-6.19e-06,1.118e-05
5.827148,-0.18801559,1.186e-05,8.92e-06
5.828125,0.16377111,2.453e-05,-6.99e-06
5.829102,1.50398628,2.068e-05,-1.033e-05
5.830078,0.41858642,3.102e-05,-2.512e-05
5.831055,0.10317507,4.9e-05,-4.123e-05
5.832031,-0.11825303,4.999e-05,-5.16e-05
5.833008,-0.07677804,6.775e-05,-5.391e-05
5.833984,1.38384544,8.447e-05,-5.624e-05
5.834961,-0.01799414,7.883e-05,-5.488e-05
5.835938,-0.44167997,9.807e-05,-5.221e-05
5.836914,-0.49811051,0.00011103,-4.622e-05
5.837891,-0.55745524,0.00011961,-4.455e-05
5.838867,-1.40529484,0.00012781,-5.599e-05
5.839844,-0.81486474,0.00013491,-6.27e-05
5.84082,1.47539338,0.00014281,-7.903e-05
5.841797,-0.18502795,0.00014972,-8.688e-05
5.842773,0.63903895,0.0001604,-0.00010154
5.84375,-2.50588257,0.00016183,-0.00010325
5.844727,0.5471551,0.00017458,-0.00010913
5.845703,-0.15800951,0.00017122,-0.00010609
5.84668,-0.40699088,0.00017374,-0.00010857
5.847656,0.16586678,0.00018353,-0.00010885
5.848633,-0.53057017,0.00019076,-0.0001144
5.849609,-1.98568181,0.00019309,-0.00011179
5.850586,0.90045073,0.00019271,-0.00011725
5.851562,0.23342394,0.00018028,-0.00012069
5.852539,-0.33194873,0.00017565,-0.00011942
5.853516,-0.98011196,0.00017041,-0.00011826
5.854492,-1.46594501,0.00014757,-0.00011535
5.855469,0.27022576,0.00013925,-0.00010647
5.856445,1.633769,0.00014488,-9.931e-05
5.857422,0.25736425,0.00012256,-8.989e-05
5.858398,-1.3302277,0.0001087,-6.669e-05
5.859375,0.23561075,9.683e-05,-4.896e-05
5.860352,-0.03440753,6.819e-05,-3.136e-05
5.861328,0.91983353,5.488e-05,-2.392e-05
5.862305,0.55081882,3.456e-05,-1.272e-05
5.863281,-2.86011643,2.431e-05,1.5e-06
5.864258,0.51944972,-7.4e-07,3.17e-06
5.865234,-1.02113942,-1.72e-05,2.76e-06
5.866211,-1.48270972,-3.754e-05,8.81e-06
5.867188,-0.2479574,-6.165e-05,3.023e-05
5.868164,0.45998299,-6.101e-05,2.796e-05
5.869141,-1.52650201,-8.795e-05,4.721e-05
5.870117,0.67603378,-9.286e-05,6.332e-05
5.871094,0.78081528,-0.000106,6.555e-05
5.87207,0.05805464,-0.00011273,7.811e-05
5.873047,-0.81729288,-0.0001163,8.35e-05
5.874023,-0.86773574,-0.00012155,9.529e-05
5.875,1.10246515,-0.00015028,9.217e-05
5.875977,-1.52323165,-0.00015609,7.802e-05
5.876953,1.09107723,-0.0001747,7.789e-05
5.87793,-0.13359626,-0.00017734,7.613e-05
5.878906,-0.09684543,-0.00018075,7.708e-05
5.879883,-1.76323351,-0.00018212,7.918e-05
5.880859,-0.18690981,-0.00020391,0.00010176
5.881836,0.67135877,-0.00019246,9.617e-05
5.882812,-1.27344621,-0.00020488,0.00011385
5.883789,0.4881914,-0.00021111,0.00011757
5.884766,0.10214816,-0.00020885,0.00012844
5.885742,-0.58351116,-0.00021144,0.0001299
5.886719,0.76891692,-0.0002222,0.00012226
5.887695,-2.22471653,-0.00023351,0.0001221
5.888672,0.4482169,-0.00023332,0.00011632
5.889648,1.63449586,-0.00024024,0.00012219
5.890625,1.38312274,-0.00023213,0.00012824
5.891602,0.39570818,-0.00022553,0.00013202
5.892578,-0.25028372,-0.0002197,0.00014162
5.893555,-0.76394014,-0.00021829,0.00015618
5.894531,-0.29405537,-0.00020383,0.00015467
5.895508,0.52506793,-0.00020833,0.000153
5.896484,-0.8898666,-0.0001832,0.00013225
5.897461,0.76154627,-0.00019054,0.00012987
5.898438,2.12629304,-0.00018548,0.00011451
5.899414,-0.06309542,-0.00015147,9.641e-05
5.900391,-1.36191874,-0.00014713,8.472e-05
5.901367,-1.39613687,-0.00012438,7.453e-05
5.902344,0.70336213,-0.00011178,5.676e-05
5.90332,-0.09450062,-7.04e-05,4.723e-05
5.904297,0.92006713,-5.087e-05,3.744e-05
5.905273,-0.52190651,-2.891e-05,3.08e-05
5.90625,0.82714285,-1.47e-05,1.348e-05
5.907227,-0.21061869,1.255e-05,6.7e-07
5.908203,-0.75131887,2.686e-05,-1.008e-05
5.90918,-0.36390586,5.197e-05,-3.891e-05
5.910156,-1.17165442,5.967e-05,-5.066e-05
5.911133,1.96534765,8.633e-05,-6.874e-05
5.912109,-0.22778351,9.028e-05,-8.138e-05
5.913086,0.6105568,0.00010658,-9.327e-05
5.914062,-0.56115757,0.00012157,-9.891e-05
5.915039,-1.09757198,0.00014001,-9.052e-05
5.916016,-0.25467087,0.00014921,-9.99e-05
5.916992,1.14228007,0.00016497,-0.00010133
5.917969,-0.52260849,0.00016854,-9.689e-05
5.918945,-0.820732,0.00018262,-0.00010136
5.919922,0.0795653,0.0001909,-9.878e-05
5.920898,0.48367225,0.00018507,-0.00010799
5.921875,1.54527959,0.00019955,-0.00010598
5.922852,0.33228576,0.00019584,-0.00010869
5.923828,0.59137682,0.00020456,-0.00010986
5.924805,0.78374589,0.00019502,-0.00010054
5.925781,-1.13239931,0.00018934,-0.00010211
5.926758,-0.91226743,0.00019749,-9.818e-05
5.927734,-1.10550041,0.00019947,-9.501e-05
5.928711,-1.38345639,0.00019754,-9.902e-05
5.929688,0.74254686,0.0001891,-0.00010794
5.930664,0.30340658,0.00020692,-0.00011592
5.931641,0.17058058,0.00018918,-0.00011411
5.932617,-2.57196608,0.00020444,-0.00011921
5.933594,2.03661913,0.00020884,-0.00012047
5.93457,-0.90377066,0.00018942,-0.00012184
5.935547,2.05023777,0.00019266,-0.00012207
5.936523,-1.34726397,0.00018445,-0.00011596
5.9375,-0.75032789,0.00018522,-0.00011216
5.938477,-2.18976865,0.00016435,-0.00010717
5.939453,0.36764652,0.00015791,-0.0001082
5.94043,-1.08619382,0.00015095,-0.00010016
5.941406,-1.04812897,0.00012774,-0.0001041
5.942383,-1.3933057,0.00010044,-0.00010133
5.943359,0.73488232,9.765e-05,-9.068e-05
5.944336,0.76340337,6.342e-05,-7.336e-05
5.945312,1.81314003,5.198e-05,-5.211e-05
5.946289,-0.6379681,3.571e-05,-2.661e-05
5.947266,0.30165152,1.196e-05,-1.171e-05
5.948242,-1.26313867,3.4e-06,1.871e-05
5.949219,-0.31699742,-3.227e-05,3.122e-05
5.950195,-0.35781406,-6.424e-05,4.194e-05
5.951172,0.47486689,-8.657e-05,5.593e-05
5.952148,0.96214718,-0.00011466,7.255e-05
5.953125,0.97691587,-0.0001388,8.326e-05
5.954102,-0.76473391,-0.00015748,9.318e-05
5.955078,0.93334741,-0.00017882,0.00010928
5.956055,-0.08194774,-0.00018894,0.00012641
5.957031,-0.26892322,-0.00020458,0.00014373
5.958008,-0.72217902,-0.00022242,0.00015836
5.958984,-0.56548319,-0.00021339,0.00016005
5.959961,1.7963243,-0.0002311,0.00016304
5.960938,0.27134144,-0.00023229,0.00016773
5.961914,0.10071405,-0.00024117,0.0001632
5.962891,-0.33213344,-0.00024271,0.00015542
5.963867,2.4752529,-0.00024432,0.00013425
5.964844,1.31804961,-0.00022879,0.00014122
5.96582,-0.75591099,-0.0002206,0.00013161
5.966797,-0.33192365,-0.00021952,0.00012697
5.967773,-0.22785936,-0.00021408,0.00012509
5.96875,0.20205339,-0.00021168,0.00011739
5.969727,-0.74328305,-0.0001878,0.00010054
5.970703,0.40547129,-0.00018757,9.599e-05
5.97168,1.39218294,-0.00018118,8.781e-05
5.972656,-1.33211575,-0.0001647,7.705e-05
5.973633,-1.11113513,-0.00015787,7.741e-05
5.974609,-0.37672653,-0.0001563,7.07e-05
5.975586,-0.42583713,-0.00014686,5.843e-05
5.976562,1.99576488,-0.00012784,5.457e-05
5.977539,1.04513085,-0.00012271,5.322e-05
5.978516,0.97935484,-0.00010402,5.604e-05
5.979492,-0.29343269,-9.373e-05,6.315e-05
5.980469,-0.17047732,-7.674e-05,5.376e-05
5.981445,-1.45293235,-7.682e-05,5.995e-05
5.982422,0.79363427,-6.117e-05,5.122e-05
5.983398,0.51879761,-4.89e-05,4.013e-05
5.984375,1.30340113,-4.542e-05,3.181e-05
5.985352,-0.13407407,-2.234e-05,3.264e-05
5.986328,-0.17146244,-2.434e-05,1.339e-05
5.987305,0.20946411,-3.54e-06,1.041e-05
5.988281,0.9001784,9.04e-06,1.026e-05
5.989258,-1.42076652,3.41e-05,-6.55e-06
5.990234,0.7252384,5.663e-05,-1.289e-05
5.991211,-0.03812792,8.21e-05,-2.163e-05
5.992188,-1.02180047,9.574e-05,-3.339e-05
5.993164,-2.06659209,0.00011128,-5.197e-05
5.994141,-0.17774965,0.00012187,-7.562e-05
5.995117,1.5154221,0.00013939,-9.112e-05
5.996094,1.7115434,0.00016445,-0.00010981
5.99707,0.35164237,0.00018462,-0.00011887
5.998047,1.938445,0.00019331,-0.00012625
5.999023,-0.02461858,0.00021882,-0.00013914
6.0,0.98653814,0.00021996,-0.00013325
6.000977,-0.53144227,0.00023463,-0.00014072
6.001953,-0.49569516,0.00024291,-0.0001413
6.00293,-0.64467358,0.00025776,-0.00014887
6.003906,-2.17890051,0.00025052,-0.00015117
6.004883,1.29696422,0.00023681,-0.00016611
6.005859,-0.60668079,0.00025011,-0.00017056
6.006836,-0.77220989,0.0002518,-0.00016973
6.007812,-1.13959373,0.00023545,-0.000166
6.008789,-0.22084208,0.00022674,-0.00015011
6.009766,1.71116583,0.00023149,-0.00014465
6.010742,2.00321851,0.00023249,-0.00012146
6.011719,-1.6059079,0.00022001,-0.00010749
6.012695,-0.31907083,0.000196,-0.0001008
6.013672,-0.97556122,0.00019735,-8.145e-05
6.014648,0.95184975,0.00017983,-9.731e-05
6.015625,0.32704135,0.00015566,-8.44e-05
6.016602,-0.7121819,0.00015245,-8.236e-05
6.017578,0.02882152,0.00013158,-8.972e-05
6.018555,-0.47107964,0.00012242,-7.412e-05
6.019531,1.64761767,9.589e-05,-6.931e-05
6.020508,0.63144481,9.436e-05,-5.362e-05
6.021484,0.65774377,7.79e-05,-3.163e-05
6.022461,-2.71048066,7.582e-05,-2.04e-05
6.023438,-0.11293819,7.133e-05,-1.335e-05
6.024414,2.04859962,4.097e-05,-8.4e-06
6.025391,1.43788769,2.743e-05,1.35e-06
6.026367,-1.80900488,2.655e-05,-2.74e-06
6.027344,-0.25744496,4.56e-06,-1.033e-05
6.02832,-1.21354485,-4.93e-06,-1.131e-05
6.029297,1.7110186,-3.257e-05,-1.464e-05
6.030273,0.27946419,-4.098e-05,-5.85e-06
6.03125,-0.79324657,-4.886e-05,1.3e-05
6.032227,0.01949978,-6.255e-05,2.054e-05
6.033203,-2.6413156,-8.469e-05,3.208e-05
6.03418,-1.10747844,-7.037e-05,5.096e-05
6.035156,0.03890825,-9.985e-05,5.731e-05
6.036133,0.80432819,-0.00012429,6.812e-05
6.037109,-1.9269241,-0.00013047,7.162e-05
6.038086,-0.3668356,-0.0001473,8.094e-05
6.039062,1.00066623,-0.00016142,7.544e-05
6.040039,-1.49308982,-0.0001775,8.094e-05
6.041016,0.23446441,-0.00019907,9.634e-05
6.041992,0.04056849,-0.00022059,9.668e-05
6.042969,1.71672487,-0.00021853,0.00011725
6.043945,-0.17488012,-0.00023875,0.00013776
6.044922,-0.2346466,-0.00022924,0.00014227
6.045898,0.96432621,-0.00024743,0.00016265
6.046875,-1.32999794,-0.0002456,0.00016536
6.047852,-0.20016009,-0.00025993,0.00016585
6.048828,-0.49360223,-0.00026513,0.00016592
6.049805,-0.0814375,-0.00027173,0.00016325
6.050781,0.84208512,-0.00026523,0.00015478
6.051758,0.53433006,-0.00027155,0.00015719
6.052734,-0.77764133,-0.00025797,0.00015183
6.053711,0.1231891,-0.00025748,0.00014891
6.054688,1.5114922,-0.00024404,0.0001458
6.055664,-0.82267013,-0.00022836,0.00015197
6.056641,0.1431611,-0.00021317,0.00015509
6.057617,-0.2289583,-0.0002048,0.00013698
6.058594,-0.10170863,-0.00018111,0.00012441
6.05957,-1.6538481,-0.00017295,0.00010553
6.060547,1.43392321,-0.00015527,9.249e-05
6.061523,-0.74102801,-0.00014394,7.222e-05
6.0625,1.066178,-0.00012494,4.937e-05
6.063477,-0.62145042,-0.00011291,3.616e-05
6.064453,-0.60620441,-9.606e-05,2.57e-05
6.06543,1.20464707,-6.926e-05,2.175e-05
6.066406,0.90621487,-5.391e-05,2.376e-05
6.067383,0.1978008,-2.194e-05,1.858e-05
6.068359,0.7422647,-1.105e-05,1.975e-05
6.069336,-0.34083592,-2.29e-06,6.3e-06
6.070312,-0.03691802,1.69e-05,-9.94e-06
6.071289,-0.6548268,2.711e-05,-5.36e-06
6.072266,0.84704173,5.034e-05,-2.969e-05
6.073242,-0.72917895,6.031e-05,-4.096e-05
6.074219,1.56304437,6.769e-05,-5.783e-05
6.075195,-0.39647986,8.447e-05,-6.51e-05
6.076172,0.01129112,9.836e-05,-6.117e-05
6.077148,0.70004114,0.00012108,-6.822e-05
6.078125,-0.01395678,0.000137,-5.983e-05
6.079102,-0.30785814,0.0001552,-5.515e-05
6.080078,-0.07971674,0.00016536,-6.174e-05
6.081055,0.92269765,0.00017616,-7.192e-05
6.082031,-0.59486442,0.00019571,-7.94e-05
6.083008,-0.08388507,0.00021093,-0.00010128
6.083984,0.06184367,0.00021757,-0.00012748
6.084961,0.79515904,0.00022968,-0.00013719
6.085938,-0.11207633,0.00023186,-0.00014103
6.086914,1.831819,0.00023635,-0.00015636
6.087891,-0.1127016,0.00024933,-0.00014925
6.088867,-0.14945764,0.00027419,-0.00015102
6.089844,-0.11723971,0.00026498,-0.00015499
6.09082,-1.27153151,0.00029144,-0.00015797
6.091797,-0.90420841,0.00028063,-0.00015737
6.092773,-0.52582077,0.00029488,-0.00016196
6.09375,1.12128488,0.00027838,-0.0001816
6.094727,-0.02420169,0.00027666,-0.00018142
6.095703,-0.53068822,0.00027862,-0.00019175
6.09668,1.22993797,0.00025391,-0.0001833
6.097656,1.46428461,0.00024516,-0.0001789
6.098633,1.22873789,0.00023464,-0.00015499
6.099609,-0.85889342,0.00022373,-0.00013986
6.100586,-0.44746445,0.00021582,-0.00011456
6.101562,1.86964442,0.00019962,-0.0001052
6.102539,0.19265198,0.00017895,-9.126e-05
6.103516,-0.16316429,0.00016604,-8.418e-05
6.104492,0.72581388,0.00014894,-6.955e-05
6.105469,1.01937776,0.00011984,-6.257e-05
6.106445,-0.65284939,0.00010389,-5.288e-05
6.107422,0.18823963,9.382e-05,-4.499e-05
6.108398,0.97938557,6.023e-05,-3.442e-05
6.109375,-1.15174416,6.537e-05,-1.898e-05
6.110352,0.01777053,3.681e-05,-4.37e-06
6.111328,-1.1029587,2.977e-05,9.97e-06
6.112305,-1.0562003,2.375e-05,1.099e-05
6.113281,-0.56796127,1.26e-05,2.048e-05
6.114258,0.54798453,-7.46e-06,1.779e-05
6.115234,-0.26734119,-2.776e-05,2.453e-05
6.116211,-0.65471797,-4.198e-05,2.706e-05
6.117188,0.13023594,-5.458e-05,2.153e-05
6.118164,-1.21031861,-5.335e-05,1.502e-05
6.119141,0.3799089,-7.959e-05,1.977e-05
6.120117,1.22516135,-8.737e-05,2.406e-05
6.121094,-0.05012133,-0.000106,3.328e-05
6.12207,-0.21718536,-0.00011746,3.946e-05
6.123047,0.37065681,-0.00012224,6.141e-05
6.124023,-2.06905784,-0.0001371,6.44e-05
6.125,0.55073517,-0.00015226,7.561e-05
6.125977,3.11181808,-0.00017594,8.801e-05
6.126953,-0.12167565,-0.00018311,9.357e-05
6.12793,-0.17748217,-0.00018926,0.00010517
6.128906,0.75692912,-0.0002185,0.00011524
6.129883,1.61868848,-0.00022183,0.00012639
6.130859,0.925355,-0.00025805,0.00014041
6.131836,-2.09186636,-0.00025069,0.00015556
6.132812,0.67257585,-0.00026455,0.00016593
6.133789,2.66967977,-0.00025099,0.00017173
6.134766,0.65515421,-0.00025402,0.0001787
6.135742,-1.16796574,-0.00026362,0.00019397
6.136719,0.27828944,-0.00025299,0.00019362
6.137695,-1.26027798,-0.00024237,0.00018585
6.138672,1.21165748,-0.00023447,0.00017484
6.139648,-0.88952211,-0.00023412,0.00015778
6.140625,-0.02819101,-0.0002315,0.00013682
6.141602,-0.87266045,-0.0002075,0.00012904
6.142578,-0.50613938,-0.00017898,0.00010631
6.143555,1.44362352,-0.0001502,9.725e-05
6.144531,0.09137325,-0.00013903,8.691e-05
6.145508,-0.52933126,-0.00011766,6.528e-05
6.146484,-1.06883103,-7.61e-05,4.921e-05
6.147461,-1.93681045,-6.546e-05,2.852e-05
6.148438,-1.32012002,-5.538e-05,1.026e-05
6.149414,0.06435647,-3.156e-05,-1.302e-05
6.150391,0.90286735,-8.88e-06,-3.687e-05
6.151367,-0.63413738,6.4e-07,-4.45e-05
6.152344,1.5216008,2.02e-05,-4.81e-05
6.15332,-0.65543294,2.065e-05,-5.666e-05
6.154297,-0.25371494,3.424e-05,-6.099e-05
6.155273,-1.07799797,4.893e-05,-5.797e-05
6.15625,0.94268426,5.926e-05,-5.615e-05
6.157227,2.12938922,6.888e-05,-5.147e-05
6.158203,-1.66743143,7.57e-05,-3.939e-05
6.15918,-0.39082623,8.832e-05,-3.614e-05
6.160156,1.35156651,7.006e-05,-4.271e-05
6.161133,-1.42860825,7.332e-05,-3.473e-05
6.162109,0.56753245,7.132e-05,-3.128e-05
6.163086,1.24160581,8.373e-05,-3.448e-05
6.164062,0.0978795,8.853e-05,-2.943e-05
6.165039,0.64370968,8.572e-05,-2.131e-05
6.166016,1.78707909,0.00010878,-1.691e-05
6.166992,1.97565423,0.00010322,-1.44e-05
6.167969,-0.08317643,0.00012566,-1.376e-05
6.168945,-0.49015679,0.00014019,-1.82e-05
6.169922,-0.96812716,0.00013501,-3.278e-05
6.170898,0.98244906,0.00015665,-5.462e-05
6.171875,-1.22669321,0.00014846,-7.717e-05
6.172852,-0.37858099,0.00018006,-9.255e-05
6.173828,0.11442137,0.00018068,-0.00011594
6.174805,-0.48933487,0.00020357,-0.00013207
6.175781,0.26834318,0.00021839,-0.00014985
6.176758,2.55422223,0.00023438,-0.00015442
6.177734,-0.11699899,0.00024716,-0.00015614
6.178711,-0.44808604,0.00025341,-0.00015256
6.179688,1.0265015,0.00025746,-0.00015662
6.180664,0.21504783,0.00026132,-0.00016587
6.181641,1.54109944,0.00025223,-0.00016645
6.182617,0.15200668,0.00025057,-0.00017522
6.183594,-0.21976125,0.00023942,-0.00018478
6.18457,-1.81738975,0.00022306,-0.00016825
6.185547,-1.57278039,0.00020154,-0.00017177
6.186523,-1.79879173,0.00018702,-0.00015693
6.1875,0.40043569,0.00015821,-0.00014776
6.188477,-1.4139434,0.00015781,-0.00012514
6.189453,1.21771761,0.00014414,-9.761e-05
6.19043,0.11509217,0.00010912,-6.469e-05
6.191406,-0.28260373,0.00010752,-3.665e-05
6.192383,-0.81160587,8.463e-05,-1.217e-05
6.193359,0.57472435,5.498e-05,1.2e-07
6.194336,-0.75375754,3.463e-05,1.258e-05
6.195312,-1.01991645,1.759e-05,1.422e-05
6.196289,1.1398838,-1.951e-05,2.45e-05
6.197266,0.31877719,-3.537e-05,1.846e-05
6.198242,-0.26279591,-5.21e-05,2.792e-05
6.199219,0.66179552,-7.347e-05,4.038e-05
6.200195,0.01242315,-7.342e-05,6.522e-05
6.201172,0.3279066,-8.506e-05,7.435e-05
6.202148,-0.81825415,-9.556e-05,8.173e-05
6.203125,2.01285939,-8.756e-05,9.552e-05
6.204102,-0.54723716,-0.0001024,9.826e-05
